Date,Open,High,Low,Close,Volume,Log_Return,Hist_Volatility,True_Range,ATR,Weighted_Close,Momentum,MA7,MA30,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,RSI,Typical_Price,Money_Flow,Money_Flow_Positive,Money_Flow_Negative,Money_Flow_Pos_14,Money_Flow_Neg_14,Money_Flow_Index,Rolling_Mean,Bollinger_High,Bollinger_Low,Pct_Change_Close,Pct_Change_Volume
2019-02-10,3673.201416015625,3695.0361328125,3640.97998046875,3690.188232421875,6282256903,0.005157899926351539,0.31491062716869633,54.05615234375,78.650634765625,3679.09814453125,276.42041015625,3538.1318708147323,3570.9082845052085,3557.0855545953136,3582.146812021221,-25.06125742590757,-58.009563622407725,32.948306196500155,57.67189273770441,3675.4014485677085,23089816121560.688,23089816121560.688,0.0,148786480114448.1,136534864903950.64,52.146985394609615,3533.962109375,3713.9332610918004,3353.9909576582,0.5171224791767015,2.004003762955997
2019-02-11,3695.613037109375,3695.613037109375,3642.287841796875,3648.4306640625,6277056434,-0.011380348161982145,0.316714287125553,53.3251953125,71.92257254464286,3658.6905517578125,248.958984375,3565.17138671875,3570.4792724609374,3571.138648359496,3587.0567269872417,-15.918078627745672,-49.59126662347531,33.67318799572964,64.34109686108076,3662.1105143229165,22987274365949.71,0.0,22987274365949.71,148786480114448.1,135349094243601.56,52.364608145461155,3536.15478515625,3720.757392834475,3351.552177478025,-1.1315836951756086,-0.08278026639624292
2019-02-12,3642.751953125,3668.5869140625,3618.556884765625,3653.528564453125,6480384532,0.0013963105132088508,0.31570225548084546,50.030029296875,70.1214599609375,3648.5502319335938,-13.251708984375,3591.9101213727677,3573.831787109375,3583.8140200662083,3591.9805667995297,-8.166546733321411,-41.30632264544454,33.13977591212313,67.02429793684851,3646.8907877604165,23633254650895.9,0.0,23633254650895.9,148786480114448.1,138686287320213.83,51.75672166869334,3539.575061035156,3730.42679780677,3348.723324263542,0.13972858086190865,3.2392268595621276
2019-02-13,3653.60400390625,3669.74658203125,3617.246337890625,3632.070556640625,6438903823,-0.0058905436608690425,0.31582229662177563,52.500244140625,69.17241559709821,3637.7835083007812,-39.133056640625,3623.0962262834823,3571.365730794271,3591.2381026161183,3594.950195676648,-3.7120930605296962,-33.78747672846157,30.075383667931874,62.43337121569936,3639.6878255208335,23435599854272.652,0.0,23435599854272.652,128120761667052.4,162121887174486.47,44.14263795428677,3541.1353149414062,3734.5892639693225,3347.68136591349,-0.5873228423961097,-0.6400964139576804
2019-02-14,3631.170166015625,3646.256591796875,3607.69775390625,3616.880859375,6271044418,-0.004190873583172263,0.3159317676927344,38.558837890625,67.86310686383929,3621.9290161132812,-73.307373046875,3654.1546805245534,3570.9059163411457,3595.1831421174847,3596.5746892839334,-1.3915471664486176,-27.30829081605898,25.916743649610364,63.87032889468618,3623.6117350260415,22723830143934.35,0.0,22723830143934.35,128120761667052.4,164610461351745.2,43.767371428918324,3541.991064453125,3736.684477336129,3347.297651570121,-0.41821041273146786,-2.606956239979852
2019-02-15,3617.368408203125,3647.795166015625,3608.20654296875,3620.810791015625,6091952231,0.0010859628225890826,0.31593985931096674,39.588623046875,65.66496930803571,3624.4058227539062,-27.619873046875,3647.5876116071427,3569.766048177083,3599.125857332583,3598.3699560788737,0.7559012537094532,-21.695452402105296,22.45135365581475,62.13913304939683,3625.6041666666665,22087007391847.895,22087007391847.895,0.0,131369441828699.62,164610461351745.2,44.38458166148191,3542.908581542969,3738.970016541182,3346.847146544756,0.10865526937218206,-2.8558590094808656
2019-02-16,3615.270263671875,3652.84130859375,3615.270263671875,3629.78759765625,5934744052,0.002476157344838119,0.316028981375831,37.571044921875,64.369140625,3631.9216918945312,-23.740966796875,3641.6710379464284,3568.140169270833,3603.843048151609,3600.6971887883087,3.145859363300133,-16.72719004902421,19.87304941232434,60.39210177396931,3632.633056640625,21558747425996.527,21558747425996.527,0.0,135157350579404.28,164610461351745.2,45.08734600579703,3545.199670410156,3744.3281371244275,3346.071203695885,0.24792255543701902,-2.5805878483422418
2019-02-17,3633.359375,3680.537353515625,3619.18212890625,3673.836181640625,7039512503,0.01206226371912486,0.31786793691216614,61.355224609375,63.504237583705354,3661.8479614257812,41.765625,3639.335030691964,3568.6733968098956,3614.6112225345346,3606.114891962555,8.496330571979797,-11.682485924823409,20.178816496803208,70.56587664025163,3657.8518880208335,25749494099844.812,25749494099844.812,0.0,160906844679249.1,147068779760738.16,52.246616910619736,3555.3689575195312,3759.14350332032,3351.5944117187423,1.213530621263259,18.61526699921785
2019-02-18,3671.369873046875,3936.6650390625,3669.982421875,3915.71435546875,9908216640,0.06376138183178885,0.36171538623707616,266.6826171875,80.15035574776786,3859.51904296875,298.83349609375,3677.5184151785716,3574.9115966796876,3660.934781447491,3629.0481855556063,31.886595891884554,-2.968669561481816,34.85526545336637,80.55377014307444,3840.7872721354165,38055352360472.34,38055352360472.34,0.0,198962197039721.44,128621190053901.6,60.73635137756794,3578.748828125,3832.002499784864,3325.4951564651356,6.583804009467542,40.75146021514211
2019-02-19,3911.66162109375,4010.87939453125,3908.153076171875,3947.094482421875,9933626655,0.007981955101910685,0.3590251809004463,102.726318359375,85.61572265625,3953.3053588867188,326.28369140625,3719.4564034598216,3586.4476236979167,3704.9593508281655,3652.6071705086633,52.35218031950217,8.095500414714982,44.256679904787184,81.16330618933233,3955.3756510416665,39291224997725.48,39291224997725.48,0.0,220137449062731.1,128621190053901.6,63.12028559932309,3601.794470214844,3899.5547269898043,3304.0342134398834,0.8013895832135631,0.25645397071172304
2019-02-20,3946.68505859375,4000.486328125,3926.246826171875,3999.820556640625,8693373948,0.013269765098495359,0.3594778762697672,74.239501953125,85.88094656808036,3981.5935668945312,370.032958984375,3771.992117745536,3600.5738932291665,3750.3226132608515,3678.3266805925123,71.99593266833926,20.87558686543984,51.12034580289942,87.98357027256081,3975.5179036458335,34560663773362.26,34560663773362.26,0.0,254698112836093.4,109832927498008.42,69.87007542695301,3628.895861816406,3967.356499082421,3290.435224550391,1.3358199164869689,-12.485396825093387
2019-02-21,4000.2568359375,4010.009521484375,3940.108154296875,3954.1181640625,7775128102,-0.01149189028232773,0.3613670507484133,69.9013671875,88.46482631138393,3964.5885009765625,280.281982421875,3820.168875558036,3612.2252604166665,3781.6757749226435,3698.755679368067,82.92009555457662,33.28448860326719,49.63560695130943,84.54183976874717,3968.07861328125,30852319537068.24,0.0,30852319537068.24,254698112836093.38,123632278552120.84,67.32161059055424,3652.2045043945313,4013.2485303720937,3291.160478416969,-1.1426110729454764,-10.562594586319985
2019-02-22,3952.406494140625,4006.538330078125,3950.81640625,4005.526611328125,7826525254,0.012917451356471413,0.36200324034773157,55.721923828125,70.68851143973214,3992.1019897460938,89.812255859375,3875.1282784598216,3626.2387125651044,3816.1143651388716,3721.479452105849,94.63491303302271,45.5545734892183,49.08033954380441,78.85591642940776,3987.6271158854165,31209264326012.4,31209264326012.4,0.0,258179247677515.44,123632278552120.84,67.61955308867141,3676.4277954101562,4064.426229328196,3288.4293614921166,1.300124202985553,0.6610457258804381
2019-02-23,3998.916259765625,4166.2861328125,3968.726806640625,4142.52685546875,8922258316,0.03363089286305142,0.3739071094314626,197.559326171875,82.41545758928571,4105.016662597656,195.432373046875,3948.3767438616073,3644.294091796875,3866.331671343468,3752.668148651249,113.66352269221898,59.176363329818436,54.48715936240054,82.75177030635545,4092.5132649739585,36514460511754.21,36514460511754.21,0.0,272116031008576.62,123632278552120.84,68.75987197788425,3710.353466796875,4136.890976480842,3283.8159571129077,3.420280463327119,14.000249490538463
2019-02-24,4145.4580078125,4210.6416015625,3793.708984375,3810.427490234375,10794227451,-0.08356456820529345,0.4845950898464652,416.9326171875,108.335205078125,3906.3013916015625,-189.39306640625,3967.8897879464284,3651.3161458333334,3857.731028095915,3756.946618398147,100.78440969776784,67.49797260340833,33.28643709435951,55.82185983656709,3938.2593587239585,42510467279095.81,0.0,42510467279095.81,249026214887015.94,166142745831216.66,59.98189615529215,3727.917138671875,4139.571487084185,3316.2627902595655,-8.016830712779921,20.980889240149626
2019-02-25,3807.00244140625,3913.707275390625,3807.00244140625,3882.6962890625,9318796067,0.01878844714597673,0.486519572053201,106.704833984375,112.14803641183036,3871.5255737304688,-71.421875,3963.172921316964,3660.6573404947917,3861.5718374753897,3766.261408817729,95.31042865766085,73.06046381425884,22.24996484340201,61.017373784135934,3867.802001953125,36043258083735.51,0.0,36043258083735.51,249026214887015.94,179198729549002.44,58.15313146108032,3748.73408203125,4146.57242119623,3350.8957428662707,1.8966060635805304,-13.668707563349635
2019-02-26,3878.697265625,3891.578857421875,3837.986328125,3854.35791015625,7931218996,-0.007325399279809829,0.48843987408640166,53.592529296875,112.40250069754464,3859.5702514648438,-151.168701171875,3949.9248395647323,3669.67041015625,3860.4620025032145,3772.787075583545,87.67492691966936,75.98335643534094,11.691570484328423,59.24283946996741,3861.3076985677085,30624876968281.25,0.0,30624876968281.25,249026214887015.94,186190351866387.8,57.21891901879636,3770.7635864257813,4138.131436243742,3403.3957366078203,-0.7298633937987575,-14.890089460308397
2019-02-27,3857.479736328125,3888.802490234375,3787.058837890625,3851.04736328125,8301309684,-0.000859279158257992,0.4834005455517999,101.74365234375,115.91988699776786,3844.489013671875,-291.4794921875,3928.6715262276784,3682.356974283854,3859.013596469066,3778.5841339315234,80.4294625375428,76.87257765578131,3.5568848817614906,60.2492513569049,3842.3028971354165,31896146248851.49,0.0,31896146248851.49,249026214887015.94,194650898260966.66,56.12780274378421,3793.3423706054687,4117.605965798464,3469.078775412473,-0.08589100836423613,4.6662522896751435
2019-02-28,3848.261962890625,3906.058349609375,3845.8212890625,3854.785400390625,8399767798,0.0009701838898456305,0.4823927196584007,60.237060546875,117.46833147321429,3865.3626098632812,44.35791015625,3914.481131417411,3695.912589518229,3858.3631047646904,3784.228672187753,74.13443257693734,76.32494864001252,-2.1905160630751794,61.255829437031224,3868.8883463541665,32497763745763.2,32497763745763.2,0.0,281523978632779.1,171927068117032.28,62.08475659073914,3802.742626953125,4122.425911380946,3483.0593425253046,0.09706546704713048,1.186055185843382
2019-03-01,3853.757080078125,3907.79541015625,3851.6923828125,3859.583740234375,7661247975,0.0012440007407169633,0.41040658064788754,56.10302734375,118.64793178013393,3869.663818359375,-23.112548828125,3893.632149832589,3708.359326171875,3858.5508948369493,3789.8105290800954,68.74036575685386,74.8080320633808,-6.067666306526931,61.28764051064647,3873.0238444010415,29672196085044.195,29672196085044.195,0.0,289109167325975.44,171927068117032.28,62.708556312969996,3812.1616333007814,4126.583980021304,3497.739286580259,0.12447748305945971,-8.792145696882747
